scope,metric,label,output,assessment,existing_math,gap_codes,contract_notes,source,symbol,line,windows,reference_state
period,CrossProductRatio-10,交叉乘积比率 (基于10日收益统计),scalar per interval,B,sign transition counts after valid selection / nonoverlap block sum,G3,1日版需跨NaN连接前后有效观测；5/10日先非重叠分块求和、丢尾，再剔空块。engine cal_cpr 是相对类型日中位数的 same/changed，不能复用为WW*LL/(WL*LW)。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_CrossProductRatio,893,75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,HurstExponent,近似赫斯特指数,scalar per interval,B,per-scale segment range/std -> scale mean -> log slope,G3,"6尺度 m=1,2,4,8,16,32；先删NaN，每段size=floor(valid_n/m)，丢尾。旧实现没有累计偏离，必须保留其历史近似口径。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_HurstExponent,984,70d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,HurstExponentRS,标准 R/S 赫斯特指数,scalar per interval,B,per-scale range(cumulative_sum(r-mean))/std -> log slope,G3,每段最少8点；过滤无效段；至少4个有效尺度；当前缺在图中组织多尺度/分段结果的能力，基础cumsum/std/slope已有。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_HurstExponentRS,988,70d;90d;120d;150d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,OmegaRatio,欧米茄比率,scalar per interval,C,RDI/(LDI+1e-8),,保持1e-8及有效样本归一化；现有条件+归约即可。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_OmegaRatio,1029,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,ReturnDistributionIntegral,收益分布积分,scalar per interval,C,"sum(where(r>mar,r-mar,0))/count_true(valid)",,排序在这个等权求和中可消去；不需要新增积分或排序算子。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_ReturnDistributionIntegral,992,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,ReturnSlope,收益斜率,scalar per interval,C,linear_slope(cumulative_sum(r)) / masked regression moments,,对累计log收益拟合；有缺失时保留原始位置j、累计只加有效收益，再用masked moments拟合。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_k_ratio_all,1080,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,KRatio,"K比率 (绩效趋势比率), 衡量趋势的可复制性",scalar per interval,C,slope/sqrt(SSE/(n-2))*sqrt(Sxx),,engine regression_standard_error 是残差标准差，不是斜率标准误；Sxx可组合，无需新KRatio内核。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_k_ratio_all,1080,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,SortinoSkewness,索提诺偏度,scalar per interval,C,masked third centered moment / DownsideVolatility^3,,第三矩只在r<mar子集；分母来自完整零填充的下行波动，不能直接下行skewness。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_SortinoSkewness,1092,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,NetEquitySlope,净值增长斜率 (代表了净值随时间的平均上升速度),scalar per interval,C,linear_slope(log(close)) / masked regression moments,,源码保留原观测位置；log定义域、NaN需适配。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_nv_slope_all,1126,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,EquitySmoothness,净值平滑度 (衡量策略净值序列与其线性拟合值之间的拟合程度),scalar per interval,C,1-SSE/SST using log(close) regression,,常数logNAV输出NaN；单一fit可复用多个投影。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_nv_slope_all,1126,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,VolAvg,平均成交量,scalar per interval,D,"mean_where(volume,valid)",,价量字段分别剔除全空行的参考行为需在边界明确。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_VolAvg,1155,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,VolSlope,成交量斜率,scalar per interval,C,linear_slope(volume) / masked regression moments,,NaN时原位置j不压缩；不应填0后直接回归。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_VolSlope,1159,3d;5d;10d;15d;25d;50d;75d;5m;6m,dispatch present; not full runtime certification
period,VolVolatility,成交量波动率,scalar per interval,D,"std_where(volume,valid)",,ddof=1。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_VolVolatility,1163,5d;6d;7d;10d;15d;20d;25d;30d;35d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,MaxHigh,最高价,scalar per interval,D,"max_where(high,valid)",,有效最高价最大值。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_MaxHigh,1167,2d;3d;5d;6d;7d;10d;15d;20d;25d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,MinLow,最低价,scalar per interval,D,"min_where(low,valid)",,有效最低价最小值。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_MinLow,1171,2d;3d;5d;6d;7d;10d;15d;20d;25d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,HLDiff,High-Low 差值,scalar per interval,C,"max_where(high,valid)-min_where(low,valid)",,两字段缺失策略按各自源码处理。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_HLDiff,1175,2d;3d;5d;6d;7d;10d;15d;20d;25d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,AvgHigh,High 平均值,scalar per interval,D,"mean_where(high,valid)",,有效最高价均值。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_AvgHigh,1179,2d;3d;5d;6d;7d;10d;15d;20d;25d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
period,AvgLow,Low 平均值,scalar per interval,D,"mean_where(low,valid)",,有效最低价均值。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/period_metrics_cal.py,cal_AvgLow,1183,2d;3d;5d;6d;7d;10d;15d;20d;25d;50d;75d;5m;6m;9m;12m;2y,dispatch present; not full runtime certification
rolling,PriceSigma,过去N天收盘价的滚动标准差,aligned time series,C,rolling_std / valid_count correction,K1,"源端从首行开始，单有效值std=0；不能直接rolling_std(x,N,1,1)。已有总体std和有效计数可修正。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_PriceSigma,324,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,CloseMA,N日移动平均收盘价,aligned time series,C,"rolling_mean(x,N,1) + row-warmup gate + arithmetic",K1,源端前N-1行固定NaN；之后只要1个有效值即求均值。min_periods=N和1单独都不等价。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_CloseMA,328,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,CloseMADiff,N日移动平均收盘价与当前收盘价的差值,aligned time series,C,"rolling_mean(x,N,1) + row-warmup gate + arithmetic",K1,源端前N-1行固定NaN；之后只要1个有效值即求均值。min_periods=N和1单独都不等价。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_CloseMADiff,332,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollUp-2,bolling 上轨,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollUpDiff-2,bolling 上轨与收盘价之差,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollDo-2,bolling 下轨,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollDoDiff-2,bolling 下轨与收盘价之差,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollUpDo-2,布林带宽度,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollUp-3,bolling 上轨,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollUpDiff-3,bolling 上轨与收盘价之差,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollDo-3,bolling 下轨,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollDoDiff-3,bolling 下轨与收盘价之差,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,BollUpDo-3,布林带宽度,aligned time series,C,source-compatible CloseMA + PriceSigma + arithmetic,K1,复用均线和样本std；原始sigma早期规则、均线行预热需分别保留。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_Boll,346,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,L,过去N天的最低价 (KDJ相关指标),aligned time series,C,rolling_min/rolling_max(min_periods=1) + arithmetic,K1,从首行算部分窗口；RSV区间振幅为0时取50；NaN与零分母分开。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_L,362,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,H,过去N天的最高价 (KDJ相关指标),aligned time series,C,rolling_min/rolling_max(min_periods=1) + arithmetic,K1,从首行算部分窗口；RSV区间振幅为0时取50；NaN与零分母分开。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_H,366,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,RSV,RSV指标 (KDJ相关指标),aligned time series,C,rolling_min/rolling_max(min_periods=1) + arithmetic,K1,从首行算部分窗口；RSV区间振幅为0时取50；NaN与零分母分开。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_RSV,370,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,KDJ-K-3,KDJ 指标的 K 值,aligned time series,S,recursive_smooth twice + arithmetic,G1,初始第0天K=D=50且不吃RSV；缺失RSV时K和D同时停更并输出旧值；当前smooth输出NaN，D不能继续追赶。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_KDJ,386,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,KDJ-D-3,KDJ 指标的 D 值,aligned time series,S,recursive_smooth twice + arithmetic,G1,初始第0天K=D=50且不吃RSV；缺失RSV时K和D同时停更并输出旧值；当前smooth输出NaN，D不能继续追赶。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_KDJ,386,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,KDJ-J-3,KDJ 指标的 J 值,aligned time series,S,recursive_smooth twice + arithmetic,G1,初始第0天K=D=50且不吃RSV；缺失RSV时K和D同时停更并输出旧值；当前smooth输出NaN，D不能继续追赶。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_KDJ,386,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,KDJ-KD-3,KDJ 指标的 K 值与 D 值之差,aligned time series,S,recursive_smooth twice + arithmetic,G1,初始第0天K=D=50且不吃RSV；缺失RSV时K和D同时停更并输出旧值；当前smooth输出NaN，D不能继续追赶。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_KDJ,386,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,KDJ-KJ-3,KDJ 指标的 K 值与 J 值之差,aligned time series,S,recursive_smooth twice + arithmetic,G1,初始第0天K=D=50且不吃RSV；缺失RSV时K和D同时停更并输出旧值；当前smooth输出NaN，D不能继续追赶。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_KDJ,386,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,KDJ-DJ-3,KDJ 指标的 D 值与 J 值之差,aligned time series,S,recursive_smooth twice + arithmetic,G1,初始第0天K=D=50且不吃RSV；缺失RSV时K和D同时停更并输出旧值；当前smooth输出NaN，D不能继续追赶。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_KDJ,386,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,EMA,N日指数移动平均收盘价 (MACD相关指标),aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_EMA,405,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,EMADiff,N日指数移动平均收盘价与收盘价之差,aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_EMADiff,409,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,VolMA,N日移动平均成交量,aligned time series,C,"rolling_mean(x,N,1) + row-warmup gate + arithmetic",K1,源端前N-1行固定NaN；之后只要1个有效值即求均值。min_periods=N和1单独都不等价。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_VolMA,337,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,VolMADiff,N日移动平均成交量与当前成交量之差,aligned time series,C,"rolling_mean(x,N,1) + row-warmup gate + arithmetic",K1,源端前N-1行固定NaN；之后只要1个有效值即求均值。min_periods=N和1单独都不等价。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_VolMADiff,341,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,RSI,RSI 指标 (相对强弱指数),aligned time series,C,aligned delta + where + source-compatible rolling_mean,K1;K2,简单滚动平均gain/loss；首行diff NaN转0；loss=0用1e-10；不是Wilder RSI。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_RSI,414,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,OBV,OBV 指标 (能量潮指标),aligned time series,C,aligned delta + sign + multiply + cumulative_sum + rolling_mean,K1;K2,首日贡献0，nancumsum需在累计前仅把NaN贡献转0；不应让NaN污染后续。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_OBV,441,0,dispatch present; not full runtime certification
rolling,MAOBV,OBV 指标的移动平均,aligned time series,C,aligned delta + sign + multiply + cumulative_sum + rolling_mean,K1;K2,首日贡献0，nancumsum需在累计前仅把NaN贡献转0；不应让NaN污染后续。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAOBV,454,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAOBVDiff,OBV 指标的移动平均与 当前 OBV 指标之差,aligned time series,C,aligned delta + sign + multiply + cumulative_sum + rolling_mean,K1;K2,首日贡献0，nancumsum需在累计前仅把NaN贡献转0；不应让NaN污染后续。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAOBVDiff,459,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,PVT,PVT 指标 (量价趋势指标),aligned time series,C,aligned delta/previous close + volume + cumulative_sum + rolling_mean,K1;K2,pct_change非有限转0、首日PVT=0；后续nancumsum；必须先保护零分母。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_PVT,465,0,dispatch present; not full runtime certification
rolling,MAPVT,PVT 指标的移动平均,aligned time series,C,aligned delta/previous close + volume + cumulative_sum + rolling_mean,K1;K2,pct_change非有限转0、首日PVT=0；后续nancumsum；必须先保护零分母。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAPVT,487,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAPVTDiff,PVT 指标的移动平均与 当前 PVT 指标之差,aligned time series,C,aligned delta/previous close + volume + cumulative_sum + rolling_mean,K1;K2,pct_change非有限转0、首日PVT=0；后续nancumsum；必须先保护零分母。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAPVTDiff,492,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTM,MTM 指标 (动量指标),aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTM,498,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTMMA-3,MTMMA 平滑动量指标,aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTMMA,504,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTMMADiff-3,MTMMA 与 当前 MTM 的差值,aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTMMADiff,511,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTMMA-6,MTMMA 平滑动量指标,aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTMMA,504,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTMMADiff-6,MTMMA 与 当前 MTM 的差值,aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTMMADiff,511,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTMMA-10,MTMMA 平滑动量指标,aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTMMA,504,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MTMMADiff-10,MTMMA 与 当前 MTM 的差值,aligned time series,C,"rolling_apply(sum(difference(close,N)),N+1,1) + rolling_mean",K1;K2,"原始价差已有窗口组合路径；不能直接close-lag(close,N)。后续均线保留行预热。",/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MTMMADiff,511,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,TRIX,TRIX 指标 (三重指数平滑移动平均),aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1;G2,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_TRIX,519,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MATRIX-3,TRIX 的移动平均,aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1;G2,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MATRIX,529,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MATRIXDiff-3,TRIX 移动平均与当前 TRIX 的差值,aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1;G2,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MATRIXDiff,536,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MATRIX-5,TRIX 的移动平均,aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1;G2,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MATRIX,529,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MATRIXDiff-5,TRIX 移动平均与当前 TRIX 的差值,aligned time series,S,recursive_smooth / exponential recurrence + arithmetic,G1;G2,EMA alpha=2/(N+1)、首个有效值seed、缺失输出上次值。current periods只能整数：偶数span不匹配；TRIX继承并需要EMA后同轴差分。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MATRIXDiff,536,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,PSY,PSY 指标 (心理线 Psychological Line),aligned time series,C,aligned delta + count/rolling sum + rolling_mean,K1;K2,上涨计数/N*100；早期分母仍是N，不是当前有效行数。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_PSY,544,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
rolling,MAPSY-3,心理线的移动均线,aligned time series,C,aligned delta + count/rolling sum + rolling_mean,K1;K2,上涨计数/N*100；早期分母仍是N，不是当前有效行数。,/Users/chenjunming/Desktop/KevinGit/PyFinance/MetricsFactory/rolling_metrics_cal.py,cal_MAPSY,562,3;4;5;6;7;8;9;10;12;14;15;19;20;22;25;26;30;35;60;99,dispatch present; not full runtime certification
